OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,FechaId,NUTS_0,NUTS_1,NUTS_2,NUTS_3,PAD_2C02,PAD_2C03,PAD_2C04,PAD_2C05,PAD_2C06,PAD_2C07,PAD_2C08,PAD_2C09,PAD_2C10,PAD_2C11,PAD_2C12,PAD_2C13,PAD_2C14,PAD_2C15,PAD_2C16,PAD_2C17,PAD_2C18,PAD_2C19,PAD_2C20,PAD_2C21,PAD_2C22,PAD_2C23,PAD_2C24,PAD_2C25,PAD_2C26,PAD_2C27,PAD_2C28,PAD_2C29,PAD_2C30,PAD_2C31,PAD_2C32,PAD_2C33,PAD_2C34,PAD_2C35,PAD_2C36,PAD_2C37,PAD_2C38,PAD_2C39,PAD_2C40,PAD_2C41,PAD_2C42,PAD_2C43,PAD_2C44,PAD_2C45,PAD_2C46,PAD_2C47,PAD_2C48,PAD_2C49,PAD_2C50,PAD_2C51,PAD_2C52,PAD_2C53,PAD_2C54,PAD_2C55,PAD_2C56,PAD_2C57,PAD_2C58,PAD_3C03,PAD_3C04,PAD_3C05,PAD_3C06,PAD_3C07,PAD_3C08,PAD_3C09,PAD_3C10,PAD_3C100,PAD_3C101,PAD_3C102,PAD_3C103,PAD_3C104,PAD_3C105,PAD_3C106,PAD_3C107,PAD_3C108,PAD_3C109,PAD_3C11,PAD_3C110,PAD_3C111,PAD_3C112,PAD_3C12,PAD_3C13,PAD_3C14,PAD_3C15,PAD_3C16,PAD_3C17,PAD_3C18,PAD_3C19,PAD_3C20,PAD_3C21,PAD_3C22,PAD_3C23,PAD_3C24,PAD_3C25,PAD_3C26,PAD_3C27,PAD_3C28,PAD_3C29,PAD_3C30,PAD_3C31,PAD_3C32,PAD_3C33,PAD_3C34,PAD_3C35,PAD_3C36,PAD_3C37,PAD_3C38,PAD_3C39,PAD_3C40,PAD_3C41,PAD_3C42,PAD_3C43,PAD_3C44,PAD_3C45,PAD_3C46,PAD_3C47,PAD_3C48,PAD_3C49,PAD_3C50,PAD_3C51,PAD_3C52,PAD_3C53,PAD_3C54,PAD_3C55,PAD_3C56,PAD_3C57,PAD_3C58,PAD_3C59,PAD_3C60,PAD_3C61,PAD_3C62,PAD_3C63,PAD_3C64,PAD_3C65,PAD_3C66,PAD_3C67,PAD_3C68,PAD_3C69,PAD_3C70,PAD_3C71,PAD_3C72,PAD_3C73,PAD_3C74,PAD_3C75,PAD_3C76,PAD_3C77,PAD_3C78,PAD_3C79,PAD_3C80,PAD_3C81,PAD_3C82,PAD_3C83,PAD_3C84,PAD_3C85,PAD_3C86,PAD_3C87,PAD_3C88,PAD_3C89,PAD_3C90,PAD_3C91,PAD_3C92,PAD_3C93,PAD_3C94,PAD_3C95,PAD_3C96,PAD_3C97,PAD_3C98,PAD_3C99,PAD_3_COD_PROV,PAD_3_COD_CCAA,Shape__Area,Shape__Length
3358,22066,Boltaña,22,02,01012017,ES,ES2,ES24,ES241,941,43,44,39,39,35,38,67,78,77,91,81,72,70,41,24,33,37,32,511,27,25,25,22,18,20,34,41,42,43,46,44,39,18,17,10,24,16,430,16,19,14,17,17,18,33,37,35,48,35,28,31,23,7,23,13,16,833,108,89,2,3,6,1,0,1,0,0,0,0,0,0,0,0,2,11,2,0,0,6,59,1,0,0,4,0,2,0,0,9,3,0,1,3,0,0,0,0,1,0,0,0,5,5,0,0,511,457,54,43,0,2,1,1,0,5,4,29,1,0,0,2,0,1,0,0,5,1,0,1,2,0,0,0,0,1,0,0,0,3,3,0,0,430,376,54,46,2,1,5,0,0,6,2,30,0,0,0,2,0,1,0,0,4,2,0,0,22,02,256014815.730383,113684.672974416
3359,22067,Bonansa,22,02,01012017,ES,ES2,ES24,ES241,79,1,4,3,5,2,3,3,3,9,4,8,8,8,5,4,3,3,3,44,1,2,1,3,1,1,1,2,6,2,6,3,7,1,3,0,2,2,35,0,2,2,2,1,2,2,1,3,2,2,5,1,4,1,3,1,1,77,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,02,68766382.7415466,44591.8495675148
3360,22068,Borau,22,02,01012017,ES,ES2,ES24,ES241,81,2,2,0,1,6,2,9,8,7,7,2,11,5,2,5,7,2,3,49,1,1,0,1,5,2,5,6,6,3,1,8,1,1,4,3,1,0,32,1,1,0,0,1,0,4,2,1,4,1,3,4,1,1,4,1,3,77,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,02,77218777.636322,64199.0503602683
3361,22069,Broto,22,02,01012017,ES,ES2,ES24,ES241,552,19,18,19,37,30,32,38,35,43,46,52,39,38,28,21,13,24,20,308,12,12,13,26,13,15,24,20,21,24,33,27,15,15,13,8,8,9,244,7,6,6,11,17,17,14,15,22,22,19,12,23,13,8,5,16,11,512,40,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,1,0,0,7,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,308,283,25,18,0,0,0,0,0,0,0,17,0,0,0,1,0,1,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,244,229,15,14,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,22,02,236215562.680508,87257.5565805248
3362,22072,Caldearenas,22,02,01012017,ES,ES2,ES24,ES241,228,7,10,1,8,6,12,15,15,12,18,14,22,20,13,10,11,14,20,130,3,4,1,4,5,8,5,12,7,14,4,13,14,10,5,7,7,7,98,4,6,0,4,1,4,10,3,5,4,10,9,6,3,5,4,7,13,220,8,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,127,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,5,3,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,22,02,352919538.231735,129383.661698581
3363,22074,Campo,22,02,01012017,ES,ES2,ES24,ES241,343,0,6,16,18,11,14,13,16,27,35,32,34,16,25,14,11,17,38,181,0,2,10,12,6,8,7,8,12,21,18,24,6,15,6,6,6,14,162,0,4,6,6,5,6,6,8,15,14,14,10,10,10,8,5,11,24,310,33,16,0,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,1,2,1,7,3,0,0,0,0,3,0,0,0,0,0,0,181,160,21,11,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,10,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,162,150,12,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,1,22,02,41977920.3693237,30453.1909367531
3364,22075,Camporrélls,22,02,01012017,ES,ES2,ES24,ES241,134,3,1,4,1,4,3,6,6,7,11,10,11,9,7,16,4,13,18,72,1,0,2,0,2,2,2,6,6,7,6,7,6,1,10,2,5,7,62,2,1,2,1,2,1,4,0,1,4,4,4,3,6,6,2,8,11,129,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,02,48322361.8492126,34555.712385218
3365,22076,Canal de Berdún,22,02,01012017,ES,ES2,ES24,ES241,343,6,11,11,8,19,17,16,14,19,18,27,30,28,27,20,23,21,28,188,4,6,4,5,10,9,9,10,12,9,14,20,14,15,12,14,6,15,155,2,5,7,3,9,8,7,4,7,9,13,10,14,12,8,9,15,13,320,23,15,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,188,181,7,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155,139,16,9,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,4,0,22,02,246174888.120758,107312.050422991
3366,22077,Candasnos,22,02,01012017,ES,ES2,ES24,ES241,315,0,0,0,1,1,2,5,20,22,34,20,25,36,32,32,23,22,40,164,0,0,0,0,1,0,3,12,14,24,11,15,16,15,17,12,10,14,151,0,0,0,1,0,2,2,8,8,10,9,10,20,17,15,11,12,26,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,02,218873764.409977,62576.8816813142
3367,22078,Canfranc,22,02,01012017,ES,ES2,ES24,ES241,542,16,17,38,22,20,24,30,28,54,63,60,48,38,25,18,10,13,18,301,9,10,15,14,6,10,16,14,29,40,39,33,25,13,12,6,2,8,241,7,7,23,8,14,14,14,14,25,23,21,15,13,12,6,4,11,10,525,17,6,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,9,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,301,292,9,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,241,233,8,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,22,02,132797493.487686,61852.410680793
3368,22079,Capdesaso,22,02,01012017,ES,ES2,ES24,ES241,163,4,1,5,0,7,7,10,16,19,15,19,8,14,7,5,9,8,9,77,3,0,3,0,5,3,5,7,8,3,9,4,7,3,3,4,6,4,86,1,1,2,0,2,4,5,9,11,12,10,4,7,4,2,5,2,5,117,46,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,65,12,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,52,34,34,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,22,02,31924346.9484406,22782.3867319157
3369,22080,Capella,22,02,01012017,ES,ES2,ES24,ES241,358,11,15,6,14,12,16,16,24,21,27,24,35,23,24,27,17,22,24,193,7,7,1,5,7,9,10,13,15,14,18,14,13,15,14,9,7,15,165,4,8,5,9,5,7,6,11,6,13,6,21,10,9,13,8,15,9,309,49,43,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193,168,25,23,2,0,2,0,0,0,1,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,141,24,20,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,22,02,110631868.387711,52764.193093844
3370,22081,Casbas de Huesca,22,02,01012017,ES,ES2,ES24,ES241,279,3,3,8,5,9,13,14,20,22,20,24,16,24,20,28,10,20,20,154,3,1,5,3,5,7,10,12,14,13,13,10,12,11,14,4,10,7,125,0,2,3,2,4,6,4,8,8,7,11,6,12,9,14,6,10,13,265,14,11,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,154,148,6,5,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,117,8,6,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,22,02,242063731.675591,96587.3618734488
3371,22082,Castejón del Puente,22,02,01012017,ES,ES2,ES24,ES241,326,4,7,8,16,17,19,19,19,17,27,27,22,21,26,17,25,15,20,172,4,3,3,9,10,11,7,14,11,13,16,11,12,13,8,8,8,11,154,0,4,5,7,7,8,12,5,6,14,11,11,9,13,9,17,7,9,318,8,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,172,169,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154,149,5,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,22,02,46026206.1721954,36605.6253014301
3372,22083,Castejón de Monegros,22,02,01012017,ES,ES2,ES24,ES241,528,13,8,12,19,18,22,29,26,36,33,50,33,41,35,50,34,32,37,279,7,3,4,12,8,12,16,14,17,24,25,21,20,17,28,17,18,16,249,6,5,8,7,10,10,13,12,19,9,25,12,21,18,22,17,14,21,497,31,26,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,279,262,17,13,0,0,0,0,6,0,0,7,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,249,235,14,13,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,22,02,296312621.289417,100879.40372571
3373,22084,Castejón de Sos,22,02,01012017,ES,ES2,ES24,ES241,738,31,37,47,34,29,19,33,79,82,71,57,58,38,27,25,18,29,24,378,23,17,22,21,16,7,17,39,40,38,32,31,21,11,13,9,12,9,360,8,20,25,13,13,12,16,40,42,33,25,27,17,16,12,9,17,15,669,69,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,7,6,0,0,1,33,1,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,378,344,34,14,0,0,0,0,0,0,0,13,0,0,0,5,4,0,0,1,15,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,360,325,35,15,0,0,2,1,0,0,1,11,0,0,0,2,2,0,0,0,18,0,16,1,22,02,58535926.8657684,61474.4702496354
3374,22085,Castelflorite,22,02,01012017,ES,ES2,ES24,ES241,112,1,2,3,1,2,2,7,13,14,4,5,5,8,9,11,6,15,4,61,0,1,2,0,1,1,3,8,9,3,3,3,5,3,6,3,8,2,51,1,1,1,1,1,1,4,5,5,1,2,2,3,6,5,3,7,2,107,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,61,59,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,48,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,22,02,62592538.733285,32690.1072663568
3375,22086,Castiello de Jaca,22,02,01012017,ES,ES2,ES24,ES241,244,7,12,5,10,15,10,8,20,18,23,20,31,18,9,15,6,8,9,135,5,5,3,7,9,6,5,10,6,13,11,15,14,6,8,4,3,5,109,2,7,2,3,6,4,3,10,12,10,9,16,4,3,7,2,5,4,236,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,130,5,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,106,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,22,02,32006391.1607361,30589.3739414202
3376,22087,Castigaleu,22,02,01012017,ES,ES2,ES24,ES241,87,5,5,1,4,2,5,5,5,9,6,8,6,5,10,2,2,2,5,50,2,3,1,4,1,2,2,5,5,4,5,5,3,5,1,2,0,0,37,3,2,0,0,1,3,3,0,4,2,3,1,2,5,1,0,2,5,78,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,3,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,6,4,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,22,02,48382495.8183899,30894.9767317301
3377,22088,Castillazuelo,22,02,01012017,ES,ES2,ES24,ES241,174,0,5,10,7,3,6,4,6,10,15,15,13,4,15,8,10,16,27,86,0,3,6,4,0,6,4,3,5,6,8,9,2,6,4,2,8,10,88,0,2,4,3,3,0,0,3,5,9,7,4,2,9,4,8,8,17,172,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,84,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,02,27817832.834547,24438.4490629824
3378,22089,Castillonroy,22,02,01012017,ES,ES2,ES24,ES241,321,8,7,8,11,11,20,19,16,22,15,29,26,26,27,23,16,18,19,169,6,3,5,6,7,14,8,9,13,10,15,11,14,14,12,9,4,9,152,2,4,3,5,4,6,11,7,9,5,14,15,12,13,11,7,14,10,304,17,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,161,8,4,0,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,143,9,5,1,1,0,0,0,0,0,3,3,0,3,0,0,0,0,0,1,0,0,0,22,02,67856402.0827789,43368.329892585
3379,22090,Colungo,22,02,01012017,ES,ES2,ES24,ES241,118,1,3,1,2,0,4,9,7,9,10,8,6,8,10,10,6,9,15,64,0,2,0,0,0,2,6,2,8,6,4,6,4,5,5,2,2,10,54,1,1,1,2,0,2,3,5,1,4,4,0,4,5,5,4,7,5,102,16,14,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,58,6,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,10,8,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,22,02,74071103.2879677,39682.0376404831
3380,22094,Chalamera,22,02,01012017,ES,ES2,ES24,ES241,111,2,6,3,6,6,5,3,4,2,5,12,15,5,4,4,6,11,12,59,1,3,2,2,3,4,1,3,1,2,9,10,3,2,2,2,4,5,52,1,3,1,4,3,1,2,1,1,3,3,5,2,2,2,4,7,7,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,22,02,20620938.022995,22109.8126943707
3381,22095,Chía,22,02,01012017,ES,ES2,ES24,ES241,87,5,4,3,3,2,2,5,5,11,1,11,5,2,6,4,2,5,11,53,3,4,3,3,1,2,3,3,7,0,7,3,1,5,2,1,2,3,34,2,0,0,0,1,0,2,2,4,1,4,2,1,1,2,1,3,8,85,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,53,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,02,48072140.2973328,36314.8852005707
3382,22096,Chimillas,22,02,01012017,ES,ES2,ES24,ES241,389,12,28,18,18,19,25,10,21,38,27,47,26,30,21,17,10,7,15,196,6,19,8,4,7,16,8,12,19,13,28,15,13,12,8,2,2,4,193,6,9,10,14,12,9,2,9,19,14,19,11,17,9,9,8,5,11,381,8,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,196,194,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,187,6,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,22,02,18285405.7213745,29885.0350678942
3383,22099,Esplús,22,02,01012017,ES,ES2,ES24,ES241,581,16,15,14,25,23,19,25,42,39,32,53,47,39,40,32,38,32,50,290,10,9,9,10,12,12,17,20,17,15,32,29,20,11,16,16,14,21,291,6,6,5,15,11,7,8,22,22,17,21,18,19,29,16,22,18,29,535,46,21,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,5,18,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,261,29,13,0,8,2,0,0,0,0,3,2,0,2,13,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,274,17,8,0,5,1,0,0,0,1,1,3,0,3,5,0,0,0,1,1,1,0,0,22,02,122955689.419922,51364.8968405436
3384,22102,Estada,22,02,01012017,ES,ES2,ES24,ES241,202,3,6,3,8,12,9,9,9,13,14,23,20,17,13,12,14,9,8,116,3,2,2,6,8,7,6,6,7,6,14,9,12,9,4,9,5,1,86,0,4,1,2,4,2,3,3,6,8,9,11,5,4,8,5,4,7,189,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,110,6,5,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,7,5,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,22,02,28835627.5678711,29924.4554952577
3385,22103,Estadilla,22,02,01012017,ES,ES2,ES24,ES241,814,27,27,26,39,39,39,50,70,38,55,66,49,44,49,51,35,55,55,398,18,10,7,22,14,17,29,40,22,27,31,22,24,28,23,13,26,25,416,9,17,19,17,25,22,21,30,16,28,35,27,20,21,28,22,29,30,784,30,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,9,0,0,15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,398,388,10,2,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,416,396,20,2,0,0,1,0,0,0,0,1,0,0,0,7,0,6,0,0,11,0,0,1,22,02,84925572.9623337,47351.8232571555
3386,22105,Estopiñán del Castillo,22,02,01012017,ES,ES2,ES24,ES241,132,4,6,6,3,5,2,7,6,7,11,20,4,7,10,4,4,12,14,70,2,3,3,3,3,1,4,3,4,3,11,3,5,6,2,1,8,5,62,2,3,3,0,2,1,3,3,3,8,9,1,2,4,2,3,4,9,126,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,70,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,22,02,160985934.18808,89370.4734693577
3387,22106,Fago,22,02,01012017,ES,ES2,ES24,ES241,27,1,2,1,0,1,0,2,1,3,4,1,1,2,1,1,2,3,1,14,0,0,0,0,1,0,1,0,2,3,1,0,2,1,0,1,2,0,13,1,2,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,02,53318423.8986816,37106.890489516
3388,22107,Fanlo,22,02,01012017,ES,ES2,ES24,ES241,102,1,0,1,0,2,5,4,10,3,7,8,14,13,9,5,7,7,6,62,0,0,1,0,0,4,1,6,1,5,6,9,7,6,3,6,4,3,40,1,0,0,0,2,1,3,4,2,2,2,5,6,3,2,1,3,3,98,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,02,345476808.47112,124718.901047237
3389,22109,Fiscal,22,02,01012017,ES,ES2,ES24,ES241,323,8,12,13,17,17,11,19,20,33,33,30,21,19,18,16,8,15,13,171,5,7,5,7,12,6,5,10,18,19,18,12,12,6,10,4,10,5,152,3,5,8,10,5,5,14,10,15,14,12,9,7,12,6,4,5,8,291,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,14,4,0,4,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,156,15,10,0,0,0,0,0,0,3,7,3,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152,135,17,14,0,0,0,0,0,1,5,7,1,0,1,2,0,2,0,0,0,0,0,0,22,02,312904792.681235,99971.5359952936
